0,5,0,1
10,5,0,1
20,5,0,1
30,5,0,1
40,5,0,1
50,5,0,1
60,5,0,1
70,5,0,1
80,5,0,1
90,5,0,1
100,5,0,1
110,5,0,1
120,5,0,1
120,15,0,1
110,15,0,1
100,15,0,1
90,15,0,1
80,15,0,1
70,15,0,1
60,15,0,1
50,15,0,1
40,15,0,1
30,15,0,1
20,15,0,1
10,15,0,1
0,15,0,1
0,25,0,1
10,25,0,1
20,25,0,1
30,25,0,1
40,25,0,1
50,25,0,1
60,25,0,1
70,25,0,1
80,25,0,1
90,25,0,1
100,25,0,1
110,25,0,1
120,25,0,1
120,35,0,1
110,35,0,1
100,35,0,1
90,35,0,1
80,35,0,1
70,35,0,1
60,35,0,1
50,35,0,1
40,35,0,1
30,35,0,1
20,35,0,1
10,35,0,1
0,35,0,1
5,45,0,1
15,45,0,1
25,45,0,1
35,45,0,1
35,55,0,1
25,55,0,1
15,55,0,1
5,55,0,1
5,65,0,1
15,65,0,1
25,65,0,1
35,65,0,1
35,75,0,1
25,75,0,1
15,75,0,1
5,75,0,1
0,85,0,1
0,95,0,1
0,105,0,1
0,115,0,1
10,115,0,1
10,105,0,1
10,95,0,1
10,85,0,1
20,85,0,1
20,95,0,1
20,105,0,1
20,115,0,1
30,115,0,1
30,105,0,1
30,95,0,1
30,85,0,1
40,85,0,1
40,95,0,1
40,105,0,1
40,115,0,1
50,115,0,1
50,105,0,1
50,95,0,1
50,85,0,1
60,85,0,1
60,95,0,1
60,105,0,1
60,115,0,1
70,115,0,1
70,105,0,1
70,95,0,1
70,85,0,1
80,85,0,1
80,95,0,1
80,105,0,1
80,115,0,1
90,115,0,1
90,105,0,1
90,95,0,1
90,85,0,1
100,85,0,1
100,95,0,1
100,105,0,1
100,115,0,1
110,115,0,1
110,105,0,1
110,95,0,1
110,85,0,1
120,85,0,1
120,95,0,1
120,105,0,1
120,115,0,1
118,75,0,1
108,75,0,1
98,75,0,1
98,65,0,1
108,65,0,1
118,65,0,1
118,55,0,1
108,55,0,1
98,55,0,1
98,45,0,1
108,45,0,1
118,45,0,1
118,5,0,0
0,5,0,0
0,5,5,1
10,5,5,1
20,5,5,1
30,5,5,1
40,5,5,1
50,5,5,1
60,5,5,1
70,5,5,1
80,5,5,1
90,5,5,1
100,5,5,1
110,5,5,1
120,5,5,1
120,15,5,1
110,15,5,1
100,15,5,1
90,15,5,1
80,15,5,1
70,15,5,1
60,15,5,1
50,15,5,1
40,15,5,1
30,15,5,1
20,15,5,1
10,15,5,1
0,15,5,1
0,25,5,1
10,25,5,1
20,25,5,1
30,25,5,1
40,25,5,1
50,25,5,1
60,25,5,1
70,25,5,1
80,25,5,1
90,25,5,1
100,25,5,1
110,25,5,1
120,25,5,1
120,35,5,1
110,35,5,1
100,35,5,1
90,35,5,1
80,35,5,1
70,35,5,1
60,35,5,1
50,35,5,1
40,35,5,1
30,35,5,1
20,35,5,1
10,35,5,1
0,35,5,1
0,45,5,1
10,45,5,1
20,45,5,1
30,45,5,1
40,45,5,1
50,45,5,1
60,45,5,1
70,45,5,1
80,45,5,1
90,45,5,1
100,45,5,1
110,45,5,1
120,45,5,1
120,55,5,1
110,55,5,1
100,55,5,1
90,55,5,1
80,55,5,1
70,55,5,1
60,55,5,1
50,55,5,1
40,55,5,1
30,55,5,1
20,55,5,1
10,55,5,1
0,55,5,1
0,65,5,1
10,65,5,1
20,65,5,1
30,65,5,1
40,65,5,1
50,65,5,1
60,65,5,1
70,65,5,1
80,65,5,1
90,65,5,1
100,65,5,1
110,65,5,1
120,65,5,1
120,75,5,1
110,75,5,1
100,75,5,1
90,75,5,1
80,75,5,1
70,75,5,1
60,75,5,1
50,75,5,1
40,75,5,1
30,75,5,1
20,75,5,1
10,75,5,1
0,75,5,1
0,85,5,1
10,85,5,1
20,85,5,1
30,85,5,1
40,85,5,1
50,85,5,1
60,85,5,1
70,85,5,1
80,85,5,1
90,85,5,1
100,85,5,1
110,85,5,1
120,85,5,1
120,95,5,1
110,95,5,1
100,95,5,1
90,95,5,1
80,95,5,1
70,95,5,1
60,95,5,1
50,95,5,1
40,95,5,1
30,95,5,1
20,95,5,1
10,95,5,1
0,95,5,1
0,105,5,1
10,105,5,1
20,105,5,1
30,105,5,1
40,105,5,1
50,105,5,1
60,105,5,1
70,105,5,1
80,105,5,1
90,105,5,1
100,105,5,1
110,105,5,1
120,105,5,1
120,115,5,1
110,115,5,1
100,115,5,1
90,115,5,1
80,115,5,1
70,115,5,1
60,115,5,1
50,115,5,1
40,115,5,1
30,115,5,1
20,115,5,1
10,115,5,1
0,115,5,1
0,125,5,1
10,125,5,1
20,125,5,1
30,125,5,1
40,125,5,1
50,125,5,1
60,125,5,1
70,125,5,1
80,125,5,1
90,125,5,1
100,125,5,1
110,125,5,1
120,125,5,1
0,5,5,0
0,5,15,1
10,5,15,1
20,5,15,1
30,5,15,1
40,5,15,1
50,5,15,1
60,5,15,1
70,5,15,1
80,5,15,1
90,5,15,1
100,5,15,1
110,5,15,1
120,5,15,1
120,15,15,1
110,15,15,1
100,15,15,1
90,15,15,1
80,15,15,1
70,15,15,1
60,15,15,1
50,15,15,1
40,15,15,1
30,15,15,1
20,15,15,1
10,15,15,1
0,15,15,1
0,25,15,1
10,25,15,1
20,25,15,1
30,25,15,1
40,25,15,1
50,25,15,1
60,25,15,1
70,25,15,1
80,25,15,1
90,25,15,1
100,25,15,1
110,25,15,1
120,25,15,1
120,35,15,1
110,35,15,1
100,35,15,1
90,35,15,1
80,35,15,1
70,35,15,1
60,35,15,1
50,35,15,1
40,35,15,1
30,35,15,1
20,35,15,1
10,35,15,1
0,35,15,1
0,45,15,1
10,45,15,1
20,45,15,1
30,45,15,1
40,45,15,1
50,45,15,1
60,45,15,1
70,45,15,1
80,45,15,1
90,45,15,1
100,45,15,1
110,45,15,1
120,45,15,1
120,55,15,1
110,55,15,1
100,55,15,1
90,55,15,1
80,55,15,1
70,55,15,1
60,55,15,1
50,55,15,1
40,55,15,1
30,55,15,1
20,55,15,1
10,55,15,1
0,55,15,1
0,65,15,1
10,65,15,1
20,65,15,1
30,65,15,1
40,65,15,1
50,65,15,1
60,65,15,1
70,65,15,1
80,65,15,1
90,65,15,1
100,65,15,1
110,65,15,1
120,65,15,1
120,75,15,1
110,75,15,1
100,75,15,1
90,75,15,1
80,75,15,1
70,75,15,1
60,75,15,1
50,75,15,1
40,75,15,1
30,75,15,1
20,75,15,1
10,75,15,1
0,75,15,1
0,85,15,1
10,85,15,1
20,85,15,1
30,85,15,1
40,85,15,1
50,85,15,1
60,85,15,1
70,85,15,1
80,85,15,1
90,85,15,1
100,85,15,1
110,85,15,1
120,85,15,1
120,95,15,1
110,95,15,1
100,95,15,1
90,95,15,1
80,95,15,1
70,95,15,1
60,95,15,1
50,95,15,1
40,95,15,1
30,95,15,1
20,95,15,1
10,95,15,1
0,95,15,1
0,105,15,1
10,105,15,1
20,105,15,1
30,105,15,1
40,105,15,1
50,105,15,1
60,105,15,1
70,105,15,1
80,105,15,1
90,105,15,1
100,105,15,1
110,105,15,1
120,105,15,1
120,115,15,1
110,115,15,1
100,115,15,1
90,115,15,1
80,115,15,1
70,115,15,1
60,115,15,1
50,115,15,1
40,115,15,1
30,115,15,1
20,115,15,1
10,115,15,1
0,115,15,1
0,125,15,1
10,125,15,1
20,125,15,1
30,125,15,1
40,125,15,1
50,125,15,1
60,125,15,1
70,125,15,1
80,125,15,1
90,125,15,1
100,125,15,1
110,125,15,1
120,125,15,1
0,5,15,0
