0.0000000,0.0000000,0.0000000,-0.0043759,-0.0008220,0.0049159,0.0018533,0.0034188
0.0000000,0.0000000,30.0000000,-0.0000514,0.0017132,0.0006555,-0.0003895,0.0073477
0.0000000,0.0000000,60.0000000,0.0027940,0.0042434,-0.0024962,-0.0028773,0.0031213
0.0000000,30.0000000,0.0000000,-0.0284278,-0.0078763,0.0016331,0.0037512,0.0021496
0.0000000,30.0000000,30.0000000,0.0064582,0.0028669,0.0006393,-0.0010687,0.0188126
0.0000000,30.0000000,60.0000000,0.0105674,0.0076230,0.0026411,-0.0017104,0.0046831
0.0000000,60.0000000,0.0000000,-0.0076069,-0.0018950,-0.0014960,-0.0038370,0.0026308
0.0000000,60.0000000,30.0000000,-0.0022800,0.0004433,0.0005421,-0.0017289,0.0065992
0.0000000,60.0000000,60.0000000,0.0019204,0.0037197,0.0041066,0.0034757,0.0045823
30.0000000,0.0000000,0.0000000,0.0013024,0.0000452,0.0231441,0.0062960,0.0042578
30.0000000,0.0000000,30.0000000,-0.0022763,0.0022023,-0.0179094,-0.0022905,0.0210810
30.0000000,0.0000000,60.0000000,-0.0030541,0.0040186,-0.0138604,-0.0080301,0.0006522
30.0000000,30.0000000,60.0000000,-0.0088655,0.0109845,0.0110500,-0.0070206,-0.0793432
30.0000000,60.0000000,0.0000000,0.0019285,-0.0016265,-0.0082367,-0.0324438,-0.0014653
30.0000000,60.0000000,30.0000000,-0.0017522,0.0026231,0.0028431,0.0130171,0.0243752
30.0000000,60.0000000,60.0000000,-0.0025370,0.0052091,0.0111923,0.0198745,0.0040784
60.0000000,0.0000000,0.0000000,0.0000391,0.0042849,0.0028598,0.0012199,0.0034803
60.0000000,0.0000000,30.0000000,-0.0026598,-0.0009869,0.0002935,-0.0010858,0.0074871
60.0000000,0.0000000,60.0000000,-0.0057465,-0.0052907,-0.0028855,-0.0034331,0.0036625
60.0000000,30.0000000,0.0000000,0.0038817,0.0187684,0.0007883,0.0010980,0.0033596
60.0000000,30.0000000,30.0000000,-0.0030076,-0.0056542,0.0016285,-0.0011326,0.0140644
60.0000000,30.0000000,60.0000000,-0.0101124,-0.0186567,0.0035060,-0.0019188,0.0110996
60.0000000,60.0000000,0.0000000,0.0006080,0.0054250,-0.0004476,-0.0030832,0.0031340
60.0000000,60.0000000,30.0000000,-0.0026344,-0.0010012,0.0022264,0.0006074,0.0077402
60.0000000,60.0000000,60.0000000,-0.0048600,-0.0034258,0.0052695,0.0057320,0.0057976
