-0.011532,-0.011532,-0.011532,0,9.3588e-11,-9.3588e-11
-0.011532,-0.011532,1.0155,0,9.8378e-11,-1.037e-10
-0.011532,-0.011532,1.9869,0,1.0283e-10,-1.1424e-10
-0.011532,-0.011532,3.0095,0,1.0733e-10,-1.2641e-10
-0.011532,-0.011532,4.0032,0,1.114e-10,-1.3935e-10
-0.011532,-0.011532,5.0107,0,1.1507e-10,-1.5362e-10
-0.011532,-0.011532,5.9795,0,1.18e-10,-1.6842e-10
-0.011532,-0.011532,6.9913,0,1.2025e-10,-1.8498e-10
-0.011532,-0.011532,8.0241,0,1.2146e-10,-2.0295e-10
-0.011532,-0.011532,9.0062,0,1.2135e-10,-2.2089e-10
-0.011532,-0.011532,10.019,0,1.1973e-10,-2.4006e-10
-0.011532,-0.011532,10.996,0,1.1649e-10,-2.5891e-10
-0.011532,-0.011532,12.006,0,1.1122e-10,-2.784e-10
-0.011532,-0.011532,12.986,0,1.0407e-10,-2.9692e-10
-0.011532,-0.011532,13.995,0,9.4541e-11,-3.1506e-10
-0.011532,-0.011532,14.992,0,8.2964e-11,-3.3153e-10
-0.011532,-0.011532,16.024,0,6.883e-11,-3.4646e-10
-0.011532,-0.011532,16.977,0,5.4061e-11,-3.5783e-10
-0.011532,-0.011532,18.016,0,3.64e-11,-3.671e-10
-0.011532,-0.011532,19.005,0,1.8523e-11,-3.7251e-10
-0.011532,-0.011532,19.981,0,3.628e-13,-3.7435e-10
-0.011532,-0.011532,21.017,0,-1.8924e-11,-3.7243e-10
-0.011532,-0.011532,21.975,0,-3.6237e-11,-3.6716e-10
-0.011532,-0.011532,22.975,0,-5.328e-11,-3.5833e-10
-0.011532,-0.011532,24,0,-6.9194e-11,-3.4613e-10
-0.011532,-0.011532,24.995,0,-8.2807e-11,-3.3172e-10
-0.011532,-0.011532,25.997,0,-9.4462e-11,-3.1519e-10
-0.011532,-0.011532,27.003,0,-1.0397e-10,-2.9713e-10
-0.011532,-0.011532,28.005,0,-1.1129e-10,-2.7819e-10
-0.011532,-0.011532,29.001,0,-1.1648e-10,-2.5897e-10
-0.011532,-0.011532,29.977,0,-1.1972e-10,-2.4014e-10
-0.011532,-0.011532,31.018,0,-1.2137e-10,-2.2044e-10
-0.011532,-0.011532,32,0,-1.2144e-10,-2.0252e-10
-0.011532,-0.011532,32.979,0,-1.203e-10,-1.8548e-10
-0.011532,-0.011532,33.976,0,-1.1812e-10,-1.6913e-10
-0.011532,-0.011532,34.983,0,-1.1509e-10,-1.5372e-10
-0.011532,-0.011532,35.992,0,-1.1142e-10,-1.3942e-10
-0.011532,-0.011532,36.989,0,-1.0734e-10,-1.2644e-10
-0.011532,-0.011532,38,0,-1.0289e-10,-1.1438e-10
-0.011532,-0.011532,39.006,0,-9.828e-11,-1.0348e-10
-0.011532,-0.011532,39.988,0,-9.3698e-11,-9.3808e-11
-0.011532,1.0155,-0.011532,0,1.037e-10,-9.8378e-11
-0.011532,1.0155,1.0155,0,1.0961e-10,-1.0961e-10
-0.011532,1.0155,1.9869,0,1.1521e-10,-1.2142e-10
-0.011532,1.0155,3.0095,0,1.2098e-10,-1.3518e-10
-0.011532,1.0155,4.0032,0,1.2634e-10,-1.4994e-10
-0.011532,1.0155,5.0107,0,1.3136e-10,-1.6637e-10
-0.011532,1.0155,5.9795,0,1.3558e-10,-1.8358e-10
-0.011532,1.0155,6.9913,0,1.3912e-10,-2.0303e-10
-0.011532,1.0155,8.0241,0,1.4153e-10,-2.2436e-10
-0.011532,1.0155,9.0062,0,1.4239e-10,-2.4589e-10
-0.011532,1.0155,10.019,0,1.4149e-10,-2.6912e-10
-0.011532,1.0155,10.996,0,1.3859e-10,-2.9221e-10
-0.011532,1.0155,12.006,0,1.332e-10,-3.1632e-10
-0.011532,1.0155,12.986,0,1.2541e-10,-3.3946e-10
-0.011532,1.0155,13.995,0,1.1461e-10,-3.6232e-10
-0.011532,1.0155,14.992,0,1.011e-10,-3.8326e-10
-0.011532,1.0155,16.024,0,8.4264e-11,-4.0239e-10
-0.011532,1.0155,16.977,0,6.6414e-11,-4.1703e-10
-0.011532,1.0155,18.016,0,4.4842e-11,-4.2903e-10
-0.011532,1.0155,19.005,0,2.2856e-11,-4.3605e-10
-0.011532,1.0155,19.981,0,4.4792e-13,-4.3845e-10
-0.011532,1.0155,21.017,0,-2.3351e-11,-4.3595e-10
-0.011532,1.0155,21.975,0,-4.4642e-11,-4.2911e-10
-0.011532,1.0155,22.975,0,-6.5464e-11,-4.1768e-10
-0.011532,1.0155,24,0,-8.4702e-11,-4.0196e-10
-0.011532,1.0155,24.995,0,-1.0091e-10,-3.8351e-10
-0.011532,1.0155,25.997,0,-1.1451e-10,-3.6249e-10
-0.011532,1.0155,27.003,0,-1.2531e-10,-3.3972e-10
-0.011532,1.0155,28.005,0,-1.3327e-10,-3.1607e-10
-0.011532,1.0155,29.001,0,-1.3858e-10,-2.9228e-10
-0.011532,1.0155,29.977,0,-1.4148e-10,-2.6921e-10
-0.011532,1.0155,31.018,0,-1.4239e-10,-2.4534e-10
-0.011532,1.0155,32,0,-1.4149e-10,-2.2385e-10
-0.011532,1.0155,32.979,0,-1.3921e-10,-2.0362e-10
-0.011532,1.0155,33.976,0,-1.3576e-10,-1.8441e-10
-0.011532,1.0155,34.983,0,-1.3139e-10,-1.6648e-10
-0.011532,1.0155,35.992,0,-1.2637e-10,-1.5002e-10
-0.011532,1.0155,36.989,0,-1.2099e-10,-1.3521e-10
-0.011532,1.0155,38,0,-1.1528e-10,-1.2158e-10
-0.011532,1.0155,39.006,0,-1.0949e-10,-1.0937e-10
-0.011532,1.0155,39.988,0,-1.0383e-10,-9.8621e-11
-0.011532,1.9869,-0.011532,0,1.1424e-10,-1.0283e-10
-0.011532,1.9869,1.0155,0,1.2142e-10,-1.1521e-10
-0.011532,1.9869,1.9869,0,1.2832e-10,-1.2832e-10
-0.011532,1.9869,3.0095,0,1.3558e-10,-1.4374e-10
-0.011532,1.9869,4.0032,0,1.4248e-10,-1.6044e-10
-0.011532,1.9869,5.0107,0,1.4911e-10,-1.792e-10
-0.011532,1.9869,5.9795,0,1.5493e-10,-1.9905e-10
-0.011532,1.9869,6.9913,0,1.6012e-10,-2.2171e-10
-0.011532,1.9869,8.0241,0,1.6411e-10,-2.4684e-10
-0.011532,1.9869,9.0062,0,1.663e-10,-2.7248e-10
-0.011532,1.9869,10.019,0,1.6649e-10,-3.0047e-10
-0.011532,1.9869,10.996,0,1.6424e-10,-3.2858e-10
-0.011532,1.9869,12.006,0,1.59e-10,-3.5825e-10
-0.011532,1.9869,12.986,0,1.507e-10,-3.8703e-10
-0.011532,1.9869,13.995,0,1.3859e-10,-4.1574e-10
-0.011532,1.9869,14.992,0,1.2296e-10,-4.4228e-10
-0.011532,1.9869,16.024,0,1.03e-10,-4.6671e-10
-0.011532,1.9869,16.977,0,8.1495e-11,-4.8554e-10
-0.011532,1.9869,18.016,0,5.5194e-11,-5.0105e-10
-0.011532,1.9869,19.005,0,2.8182e-11,-5.1016e-10
-0.011532,1.9869,19.981,0,5.5264e-13,-5.1328e-10
-0.011532,1.9869,21.017,0,-2.8792e-11,-5.1003e-10
-0.011532,1.9869,21.975,0,-5.4949e-11,-5.0116e-10
-0.011532,1.9869,22.975,0,-8.0342e-11,-4.8638e-10
-0.011532,1.9869,24,0,-1.0353e-10,-4.6617e-10
-0.011532,1.9869,24.995,0,-1.2274e-10,-4.4259e-10
-0.011532,1.9869,25.997,0,-1.3849e-10,-4.1595e-10
-0.011532,1.9869,27.003,0,-1.5058e-10,-3.8736e-10
-0.011532,1.9869,28.005,0,-1.5907e-10,-3.5794e-10
-0.011532,1.9869,29.001,0,-1.6423e-10,-3.2866e-10
-0.011532,1.9869,29.977,0,-1.6648e-10,-3.0058e-10
-0.011532,1.9869,31.018,0,-1.6627e-10,-2.7183e-10
-0.011532,1.9869,32,0,-1.6404e-10,-2.4624e-10
-0.011532,1.9869,32.979,0,-1.6025e-10,-2.224e-10
-0.011532,1.9869,33.976,0,-1.5518e-10,-2.0001e-10
-0.011532,1.9869,34.983,0,-1.4916e-10,-1.7932e-10
-0.011532,1.9869,35.992,0,-1.4251e-10,-1.6053e-10
-0.011532,1.9869,36.989,0,-1.3559e-10,-1.4377e-10
-0.011532,1.9869,38,0,-1.2841e-10,-1.285e-10
-0.011532,1.9869,39.006,0,-1.2127e-10,-1.1494e-10
-0.011532,1.9869,39.988,0,-1.144e-10,-1.031e-10
-0.011532,3.0095,-0.011532,0,1.2641e-10,-1.0733e-10
-0.011532,3.0095,1.0155,0,1.3518e-10,-1.2098e-10
