0,0,0,1
5,0,0,1
10,0,0,1
15,0,0,1
20,0,0,1
25,0,0,1
30,0,0,1
30,0,0,0
0,0,0,1
5,0,0,1
10,0,0,1
15,0,0,1
20,0,0,1
25,0,0,1
30,0,0,1
30,0,0,0
0,0,5,1
5,0,5,1
10,0,5,1
15,0,5,1
20,0,5,1
25,0,5,1
30,0,5,1
30,0,5,0
0,0,10,1
5,0,10,1
10,0,10,1
15,0,10,1
20,0,10,1
25,0,10,1
30,0,10,1
30,5,10,1
25,5,10,1
20,5,10,1
15,5,10,1
10,5,10,1
5,5,10,1
0,5,10,1
0,10,10,1
5,10,10,1
10,10,10,1
15,10,10,1
20,10,10,1
25,10,10,1
30,10,10,1
30,15,10,1
25,15,10,1
20,15,10,1
15,15,10,1
10,15,10,1
5,15,10,1
0,15,10,1
0,20,10,1
5,20,10,1
10,20,10,1
15,20,10,1
20,20,10,1
25,20,10,1
30,20,10,1
30,25,10,1
25,25,10,1
20,25,10,1
15,25,10,1
10,25,10,1
5,25,10,1
0,25,10,1
0,30,10,1
5,30,10,1
10,30,10,1
15,30,10,1
20,30,10,1
25,30,10,1
30,30,10,1
0,0,15,1
5,0,15,1
10,0,15,1
15,0,15,1
20,0,15,1
25,0,15,1
30,0,15,1
30,5,15,1
25,5,15,1
20,5,15,1
15,5,15,1
10,5,15,1
5,5,15,1
0,5,15,1
0,10,15,1
5,10,15,1
10,10,15,1
15,10,15,1
20,10,15,1
25,10,15,1
30,10,15,1
30,15,15,1
25,15,15,1
20,15,15,1
15,15,15,1
10,15,15,1
5,15,15,1
0,15,15,1
0,20,15,1
5,20,15,1
10,20,15,1
15,20,15,1
20,20,15,1
25,20,15,1
30,20,15,1
30,25,15,1
25,25,15,1
20,25,15,1
15,25,15,1
10,25,15,1
5,25,15,1
0,25,15,1
0,30,15,1
5,30,15,1
10,30,15,1
15,30,15,1
20,30,15,1
25,30,15,1
30,30,15,1
0,0,20,1
5,0,20,1
10,0,20,1
15,0,20,1
20,0,20,1
25,0,20,1
30,0,20,1
30,5,20,1
25,5,20,1
20,5,20,1
15,5,20,1
10,5,20,1
5,5,20,1
0,5,20,1
0,10,20,1
5,10,20,1
10,10,20,1
15,10,20,1
20,10,20,1
25,10,20,1
30,10,20,1
30,15,20,1
25,15,20,1
20,15,20,1
15,15,20,1
10,15,20,1
5,15,20,1
0,15,20,1
0,20,20,1
5,20,20,1
10,20,20,1
15,20,20,1
20,20,20,1
25,20,20,1
30,20,20,1
30,25,20,1
25,25,20,1
20,25,20,1
15,25,20,1
10,25,20,1
5,25,20,1
0,25,20,1
0,30,20,1
5,30,20,1
10,30,20,1
15,30,20,1
20,30,20,1
25,30,20,1
30,30,20,1
